attendance_percentage,avg_marks,assignment_completion,engagement_score,performance_gap,consistency_score,risk_score,risk_level
94.62504618581127,91.16545979469325,48.147223307153645,32.802404978683626,3.459586391118023,3.459586391118023,0.1103859480470932,LOW
44.50315657818644,85.9742330196843,96.86873942673056,81.36626972916211,-41.471076441497864,41.471076441497864,0.3159705169406635,LOW
38.90631220451271,100.0,77.73736337650139,84.1483057221345,-61.09368779548729,61.09368779548729,0.29048425609771344,LOW
60.022022230503175,62.748073021828894,76.76402372953936,45.14094278754786,-2.7260507913257186,2.7260507913257186,0.3066570916408589,LOW
92.37320089539567,88.39111585955189,91.76507476439976,77.42275438413705,3.982085035843781,3.982085035843781,0.06005429780292554,LOW
27.065685976866874,18.781711995874158,74.62075050771071,19.789851712608435,8.283973980992716,8.283973980992716,0.8875272896876159,HIGH
41.909928271135456,54.947880255253224,58.45491888411255,54.656486128608705,-13.037951984117768,13.037951984117768,0.5075592288462334,MEDIUM
36.95166017618256,29.17409674583488,59.25564282672452,37.32671481148216,7.777563430347676,7.777563430347676,0.8,HIGH
83.21612619720682,50.16730172828309,34.30450861735936,70.62700550889431,33.048824468923726,33.048824468923726,0.24917062992116787,LOW
90.16172468760045,87.47237954426123,92.35269309974987,82.91658933189046,2.6893451433392244,2.6893451433392244,0.06277620567415572,LOW
24.700552762793862,81.9716571699563,73.90406459440526,59.93629673212786,-57.27110440716244,57.27110440716244,0.4505182198788169,MEDIUM
86.83501483851853,33.3419998189699,84.75888929945614,48.48895091748304,53.49301501954863,53.49301501954863,0.75,HIGH
77.76509596384791,89.42595375442629,93.98451268979198,49.8170413087363,-11.660857790578376,11.660857790578376,0.13109547317095266,LOW
89.76125620349531,77.76745368211199,84.9231100427863,75.93889642976596,11.993802521383316,11.993802521383316,0.10259802022195556,LOW
85.76275359553047,87.8779118010143,89.23507874022037,68.95854543336081,-2.115158205483837,2.115158205483837,0.09037358478039062,LOW
43.87965583973367,30.172195827305604,23.418111721575663,59.882838540310885,13.707460012428069,13.707460012428069,0.75,HIGH
35.687696953394486,40.876069851989534,64.18708660375229,35.47729533191958,-5.188372898595048,5.188372898595048,0.7241780847304957,MEDIUM
34.871082164416,80.8298672214113,100.0,62.18053907403507,-45.9587850569953,45.9587850569953,0.39787782304220354,LOW
35.721731310374636,25.63709809005843,24.012866375670534,62.41007871561319,10.084633220316206,10.084633220316206,0.8,HIGH
88.78048525699579,27.350396468913644,89.57327566452693,63.395628042601004,61.430088788082145,61.430088788082145,0.75,HIGH
92.34289557643821,87.3852677279242,81.42172066558733,96.77200509966096,4.957627848514008,4.957627848514008,0.04702595356034184,LOW
32.31541068813806,43.22973308345543,89.80287191766953,24.048372006073656,-10.91432239531737,10.91432239531737,0.7336165097024139,MEDIUM
100.0,21.981261481272135,71.97482958733335,74.52030412084716,78.01873851872787,78.01873851872787,0.75,HIGH
94.93618619209629,25.008281571540056,100.0,90.0,69.92790462055623,69.92790462055623,0.75,HIGH
75.23325080023181,88.57498000642158,85.69337161715347,83.95307252649332,-13.341729206189768,13.341729206189768,0.10450495869073428,LOW
28.178853406874893,70.26592235853421,50.0,69.62066930692598,-42.08706895165932,42.08706895165932,0.48179053082867884,MEDIUM
70.06770706341553,77.51522960990059,80.35232776088273,65.8792439368437,-7.447522546485061,7.447522546485061,0.18288533562009535,LOW
48.1935995213924,79.90508789352113,88.65045432958797,78.78023024885343,-31.711488372128727,31.711488372128727,0.33208061518006027,LOW
86.57488988695299,83.34710976243163,93.17306203738326,79.92519203259253,3.2277801245213595,3.2277801245213595,0.08773675078744549,LOW
31.700102189802095,44.99012068233549,44.03628212206068,33.40422460933564,-13.290018492533392,13.290018492533392,0.7384226077020852,MEDIUM
27.1134183932077,27.99555017322775,36.390030260047226,54.13261455390803,-0.8821317800200497,0.8821317800200497,0.8059026769674849,HIGH
98.11971623497115,74.840011220849,98.14226575703579,89.34141442233695,23.279705014122158,23.279705014122158,0.0670400709024052,LOW
100.0,82.94159999505769,93.31498866931662,70.07131294621301,17.058400004942314,17.058400004942314,0.0611046289416364,LOW
29.48287209439729,18.594215105114458,21.628211528813935,45.45837043225081,10.888656989282833,10.888656989282833,0.8626827176471985,HIGH
22.10854989821781,92.11352135483331,88.7241912688862,45.63585105689881,-70.0049714566155,70.0049714566155,0.4341160168260695,LOW
15.941403141345345,25.911038250105044,39.23902837150679,60.614363703600645,-9.969635108759698,9.969635108759698,0.8548424258958549,HIGH
37.414524250402884,100.0,85.96284247840515,57.610354538377635,-62.585475749597116,62.585475749597116,0.3282231579310951,LOW
28.75699061121501,38.995987379794066,59.64965274208503,62.44004754333289,-10.238996768579057,10.238996768579057,0.8,HIGH
44.436849698038884,100.0,76.44705699771127,73.43682015277064,-55.563150301961116,55.563150301961116,0.28570163246520475,LOW
19.295317569799288,17.361284392662835,72.49213289788555,65.96222789567113,1.9340331771364525,1.9340331771364525,0.8502892694555668,HIGH
43.42285982038316,93.69830359336129,90.59628377012521,56.22332182492214,-50.27544377297813,50.27544377297813,0.3290899763400107,LOW
88.46367860288557,71.63064182004749,100.0,92.96256709748002,16.83303678283808,16.83303678283808,0.10004083743022003,LOW
84.6574129495074,78.9691030904723,100.0,100.0,5.688309859035101,5.688309859035101,0.08160154097372634,LOW
89.40041679219641,81.6669975550763,82.16848115120125,82.33595081261576,7.733419237120103,7.733419237120103,0.08574353233043719,LOW
44.858992329492445,70.0,66.51378596513419,90.22345066637696,-25.141007670507555,25.141007670507555,0.37647971086985743,LOW
88.73049518629563,30.09600747437579,100.0,58.880188920428644,58.63448771191984,58.63448771191984,0.75,HIGH
86.39662250265471,89.5791224894054,76.3924319829818,84.48078341012892,-3.182499986750699,3.182499986750699,0.07132246055109441,LOW
74.50531014119872,93.04739609437134,100.0,89.15402970484936,-18.542085953172617,18.542085953172617,0.08201314356991816,LOW
43.2989190002009,81.7255848941283,96.92463581844007,51.84171031396684,-38.42666589392741,38.42666589392741,0.378128459668033,LOW
83.79329830746644,74.15223724112029,81.24491019360501,77.38219277657294,9.641061066346154,9.641061066346154,0.13272798783998008,LOW
40.70112747950764,46.28568257960261,79.00232509834771,72.38312244834334,-5.584555100094967,5.584555100094967,0.6103305338494592,MEDIUM
85.0,44.322783548263736,94.20777955255494,64.43503702492144,40.677216451736264,40.677216451736264,0.3450080543271776,LOW
77.50794900168323,72.0575950894773,82.24104278559827,78.05210378716764,5.450353912205927,5.450353912205927,0.1594187552224029,LOW
27.426834994107324,24.509455688411343,51.04369992256468,40.72288265889744,2.917379305695981,2.917379305695981,0.8355724741135269,HIGH
85.23804911596596,76.87296938408018,97.3070290498447,68.16914484750235,8.365079731885785,8.365079731885785,0.12392737168908853,LOW
19.298415364931394,14.058236747323964,100.0,51.157444518731864,5.24017861760743,5.24017861760743,0.875891574500496,HIGH
89.06614911739672,88.60770107821182,73.76804949124622,76.1251133673031,0.4584480391849013,0.4584480391849013,0.0763475074525852,LOW
86.7177054653642,86.33324653887875,81.998712131718,83.0124248009139,0.38445892648545055,0.38445892648545055,0.07926470830002953,LOW
39.01408625984562,82.88543235319727,60.16569770309954,92.56577256335329,-43.871346093351654,43.871346093351654,0.34926203708986664,LOW
79.55158674020095,76.18184207635315,84.48457791392349,87.013898938095,3.369744663847797,3.369744663847797,0.1268696010813661,LOW
94.8719967765066,35.69876383596483,50.0,78.91259724801984,59.17323294054177,59.17323294054177,0.7,HIGH
53.89030047846717,65.10031531936804,59.48304472264711,55.724088694049804,-11.210014840900868,11.210014840900868,0.31448193089854515,LOW
85.47946104213062,84.53673800098473,61.14886301306964,85.54638708131807,0.9427230411458964,0.9427230411458964,0.09311466140111489,LOW
46.12820638753347,60.163888652156686,84.28620659199589,45.800961990268725,-14.035682264623219,14.035682264623219,0.4685171009142626,MEDIUM
74.98768460647645,100.0,70.35025253895111,71.10155229058859,-25.01231539352355,25.01231539352355,0.09100101612485514,LOW
20.6883473922304,36.70992652088924,60.13095933273269,30.186696080083614,-16.02157912865884,16.02157912865884,0.8232038192764366,HIGH
32.230203029621634,26.48486623241101,70.88645409531472,70.0,5.745336797210623,5.745336797210623,0.8,HIGH
86.45908968550494,44.008644405489946,73.53433665202061,68.89154228284883,42.45044528001499,42.45044528001499,0.7,HIGH
37.00972322703966,48.45399681250379,67.07132293480927,45.22331656216253,-11.444273585464131,11.444273585464131,0.6670712340977111,MEDIUM
23.190911708643053,23.385121147184805,77.138105410102,35.160883407975305,-0.1942094385417512,0.1942094385417512,0.8552389698553275,HIGH
36.104398198094934,31.72058922366259,70.26095734820501,54.393638385777024,4.383808974432345,4.383808974432345,0.8,HIGH
34.67795332697751,56.7883619346115,35.598545354183095,63.291960992937945,-22.110408607633993,22.110408607633993,0.5288640619590343,MEDIUM
51.02557190681644,81.13204097943178,53.19563503359392,78.9360438814191,-30.10646907261534,30.10646907261534,0.23324871606604922,LOW
36.0069301599401,84.52260140093153,56.15103992368648,81.50635588159875,-48.51567124099144,48.51567124099144,0.372211501089852,LOW
34.31459963672784,79.49997371889778,100.0,60.574360361360796,-45.185374082169936,45.185374082169936,0.4077005581022919,LOW
64.00136326925632,68.75327113554621,59.44142793791288,77.25717682850555,-4.751907866289898,4.751907866289898,0.23047209248788306,LOW
84.79556743206844,96.69756750974109,82.2963330323883,77.77425072775146,-11.902000077672653,11.902000077672653,0.060933344520687605,LOW
37.00209847518765,10.0,80.02652269599184,45.75466577454462,27.00209847518765,27.00209847518765,0.8328780105612859,HIGH
10.0,47.91782273613359,66.44040959310428,10.874589287605822,-37.91782273613359,37.91782273613359,0.8510102618530588,HIGH
50.676040993062806,47.51522752732491,61.93604563213381,25.934940055702718,3.1608134657378955,3.1608134657378955,0.5460151968853398,MEDIUM
40.13555612718778,83.00885344275817,100.0,73.93638266503457,-42.87329731557038,42.87329731557038,0.35214083863237444,LOW
30.029353933718134,85.97565618700837,100.0,83.61645996953881,-55.946302253290234,55.946302253290234,0.3654993128351557,LOW
27.743156851494284,80.77060324822406,70.33825009270855,86.65870476263103,-53.02744639672978,53.02744639672978,0.40464132051769075,LOW
94.19418661028541,86.80609218489404,63.76007181874364,81.48547903592639,7.3880944253913725,7.3880944253913725,0.06482782034437572,LOW
28.666841934818937,48.23358962036466,83.22444546308327,28.486802481547706,-19.566747685545725,19.566747685545725,0.723752983571796,MEDIUM
22.002571118894682,46.20158684956707,47.13503137574865,54.96025984827289,-24.19901573067239,24.19901573067239,0.7384911619356072,MEDIUM
55.0,92.2067388398388,81.30429935167804,95.0,-37.206738839838806,37.206738839838806,0.1463413441374095,LOW
87.87544294958579,48.14281843029524,78.4390026164312,39.21653604150946,39.732624519290546,39.732624519290546,0.7,HIGH
76.87924646537705,92.78897799542277,100.0,81.88453596429282,-15.909731530045718,15.909731530045718,0.08380029037806508,LOW
91.34790976441771,79.50388720240402,70.83731140659393,79.87634061757636,11.844022562013691,11.844022562013691,0.09335410301334639,LOW
33.291559962032196,85.44994996498254,58.002326228811654,68.51743770027535,-52.15839000295034,52.15839000295034,0.3972205848688565,LOW
91.31749095184728,76.68906824025437,33.13748429236456,63.812560973641,14.628422711592904,14.628422711592904,0.13613475478498274,LOW
90.59062736162028,76.56931603708523,85.87391428920122,79.21669151069842,14.021311324535048,14.021311324535048,0.09959733474768791,LOW
99.51214940235599,24.05454024881,75.19507145974964,61.28738760019512,75.45760915354599,75.45760915354599,0.75,HIGH
91.68061451472786,39.584725691988815,71.48610814198332,57.545143341451904,52.09588882273905,52.09588882273905,0.7,HIGH
20.801018295538462,43.01096693465622,48.19276616389338,40.396433593007394,-22.209948639117755,22.209948639117755,0.782719185177738,HIGH
75.85596069815614,86.66082681120501,84.55393467816998,63.923586894768036,-10.804866113048874,10.804866113048874,0.13293064336846058,LOW
80.72799378082173,42.21400301710685,95.44182763044363,36.17184906245739,38.51399076371489,38.51399076371489,0.41005304981595236,LOW
25.61475494395018,27.797904703659228,52.58498032384705,26.323031775089838,-2.183149759709046,2.183149759709046,0.8531017545877075,HIGH
40.83211774787939,88.9647176815982,100.0,82.80618936347743,-48.132599933718815,48.132599933718815,0.31505523014547854,LOW
79.3745885989929,85.14090601546926,89.13616257571681,76.98266946041365,-5.766317416476355,5.766317416476355,0.10908622047634922,LOW
70.0,82.36408559825611,65.10053730178875,81.11981932621258,-12.36408559825611,12.36408559825611,0.15329764192015666,LOW
34.56498035250646,48.010451965393344,52.52558259019133,33.50958309087591,-13.445471612886884,13.445471612886884,0.7071471428970642,MEDIUM
24.98185204437611,96.8812445096733,91.72856078015951,88.61753643968075,-71.89939246529718,71.89939246529718,0.34013725758909563,LOW
34.43892839042886,37.93639294330103,39.471317787282295,10.0,-3.4974645528721666,3.4974645528721666,0.8008039489859202,HIGH
37.89839957057089,78.8300816060048,68.2739128536247,56.61233462157844,-40.93168203543391,40.93168203543391,0.4177914400939121,LOW
85.0,41.16044397012817,76.29688635063663,45.29686106891784,43.83955602987183,43.83955602987183,0.39330416025878545,LOW
23.523472436219542,11.837334998660044,32.80063572655452,48.28012465473668,11.686137437559498,11.686137437559498,0.9116140808256872,HIGH
32.96200443354838,21.484081674983976,80.30685572541992,18.532198512296695,11.477922758564404,11.477922758564404,0.8456785137981024,HIGH
24.98822863046965,21.27405473593847,69.58238255565544,48.93747796765821,3.7141738945311786,3.7141738945311786,0.8368663825566496,HIGH
26.289359710991477,32.73594573261678,23.78400843360638,24.333457047883307,-6.446586021625301,6.446586021625301,0.8471392306480168,HIGH
44.17973572816613,76.2905907232703,90.54169394447132,62.56825790219798,-32.11085499510417,32.11085499510417,0.38328541175377306,LOW
83.51769872897833,74.012776888242,84.87956447040068,92.7465312403834,9.50492184073633,9.50492184073633,0.11411978306171841,LOW
85.0,40.548187148389204,76.6741628586699,76.41592177419314,44.451812851610796,44.451812851610796,0.3505608542503069,LOW
32.850347420993614,28.247566370356886,57.622950359584586,49.75466796244514,4.602781050636729,4.602781050636729,0.8,HIGH
87.16365460623871,94.76657039050438,100.0,60.0,-7.602915784265676,7.602915784265676,0.07210055385886611,LOW
89.4045707878634,30.975163171761196,71.99736544802232,62.65801610953594,58.42940761610221,58.42940761610221,0.75,HIGH
50.904642722897364,85.67251848956681,63.96990849399812,50.854215824667975,-34.76787576666945,34.76787576666945,0.25110769542407535,LOW
91.21906051245531,59.745729045770126,44.26873844779326,32.58509832266377,31.473331466685188,31.473331466685188,0.23209838416925432,LOW
87.3689622165166,93.33379731247081,73.5666100891614,67.37135246271822,-5.9648350959542,5.9648350959542,0.07714956946331175,LOW
90.60795769787006,32.991827654583496,90.13329205150143,44.709577695215025,57.61613004328657,57.61613004328657,0.75,HIGH
79.26542143517756,80.28710293775099,87.17207937528401,79.0487512244653,-1.0216815025734292,1.0216815025734292,0.12311065168933452,LOW
90.69311377374247,60.835029759789194,58.52805152707049,57.86710821576088,29.858084013953274,29.858084013953274,0.18918997626819253,LOW
91.01546426149419,98.24325690470636,81.55901971737667,93.77335029528342,-7.227792643212169,7.227792643212169,0.026654616091427816,LOW
38.84559560638385,87.18516448856052,50.0,46.118014987930266,-48.339568882176664,48.339568882176664,0.4055429679403718,LOW
89.85672169482368,19.53997455780323,97.6807292293396,46.37294948547917,70.31674713702044,70.31674713702044,0.75,HIGH
76.5383125683528,77.14164772596257,76.09251136447736,68.20223250625492,-0.6033351576097772,0.6033351576097772,0.1606038141844048,LOW
21.219526772461496,82.59122844448171,70.84781090555244,83.26507468154843,-61.37170167202022,61.37170167202022,0.42821253294238626,LOW
100.0,21.0552142190098,72.70573905950687,66.99406889659856,78.9447857809902,78.9447857809902,0.75,HIGH
20.977617972852336,36.77030469800806,64.96451014820684,49.92909376106199,-15.792686725155725,15.792686725155725,0.8,HIGH
81.25839038950487,75.48614027938297,100.0,82.15668770933618,5.772250110121902,5.772250110121902,0.12323581948577549,LOW
92.4745592899142,72.34258589323099,72.12394716346938,93.98483993069321,20.131973396683208,20.131973396683208,0.09511222299327482,LOW
37.00221911282289,21.697653663327152,68.53135823567355,42.98531669144098,15.30456544949574,15.30456544949574,0.8,HIGH
96.4339942636295,28.310055675602957,50.76616952297884,59.87402973998485,68.12393858802655,68.12393858802655,0.75,HIGH
94.18873112777575,23.087058941149856,81.87826288177659,78.8016423461642,71.1016721866259,71.1016721866259,0.75,HIGH
35.47539820169053,27.537098573912,39.43864375071779,57.92778103604647,7.93829962777853,7.93829962777853,0.8,HIGH
40.48028612087926,77.3139200186289,77.3784674104884,84.77974110457194,-36.83363389774964,36.83363389774964,0.3678077442988772,LOW
21.638128854616753,38.45280304606848,61.08671318930785,37.93514682290984,-16.81467419145173,16.81467419145173,0.8,HIGH
92.4224211956487,44.38610769693984,86.28051238795301,41.72429095888762,48.03631349870886,48.03631349870886,0.7,HIGH
30.126544641486547,16.095709942101905,34.951776310289105,52.825024520653336,14.030834699384641,14.030834699384641,0.8505404422852916,HIGH
99.8182254760715,79.73401270132922,80.75168652474362,77.60444141062901,20.084212774742284,20.084212774742284,0.06699179221606183,LOW
85.0,38.386251576366,69.8623138800082,65.77147532656534,46.613748423634,46.613748423634,0.37734450354921945,LOW
28.172815381856726,49.75705101230074,61.651810337508266,42.50289084839013,-21.584235630444017,21.584235630444017,0.70773539784539,MEDIUM
82.66645000165379,85.27552809364673,79.12884729379853,73.2055501508225,-2.6090780919929415,2.6090780919929415,0.10672474038973587,LOW
23.892373442682626,20.51378098791033,64.21744717021029,13.96553686217472,3.3785924547722956,3.3785924547722956,0.9111118591873564,HIGH
16.433636883465567,82.02630190267477,91.79855965085,77.25559441966938,-65.5926650192092,65.5926650192092,0.4483997005164533,LOW
88.78077985930435,84.02354294302978,90.09683077242329,78.56418411287865,4.7572369162745645,4.7572369162745645,0.08188898881582445,LOW
83.92576670250956,97.86062645119608,94.25676757713869,84.53221902282897,-13.93485974868652,13.93485974868652,0.049421209721129844,LOW
100.0,74.65486764993082,100.0,87.58981695460113,25.34513235006918,25.34513235006918,0.06352078810890573,LOW
49.62328141068001,72.8944205900408,66.43260815267189,91.88742376328906,-23.271139179360787,23.271139179360787,0.34494165013037176,LOW
20.0,70.90510691363087,69.94291512336606,95.0,-50.905106913630874,50.905106913630874,0.46328164754738177,MEDIUM
38.92154357908836,86.3877253253492,69.1455350553413,40.0,-47.46618174626084,47.46618174626084,0.40800761434418775,LOW
70.0,76.55175360026666,64.55370996198732,81.92619147586936,-6.5517536002666645,6.5517536002666645,0.172375555577238,LOW
79.54412601601761,91.00879563605848,95.73621943907571,65.01364502850788,-11.464669620040866,11.464669620040866,0.10174136870360548,LOW
28.868428590559724,95.0,65.80119307553213,26.351254613768447,-66.13157140944028,66.13157140944028,0.43593711457498874,LOW
21.025106596392064,74.67055572662949,50.0,73.98560647903686,-53.645449130237424,53.645449130237424,0.4864283594062271,MEDIUM
95.40177900636822,35.972887285392915,80.41923159300592,84.89845651391073,59.4288917209753,59.4288917209753,0.7,HIGH
89.15477211392938,75.77334077435404,93.98359568346986,94.23953845541166,13.381431339575343,13.381431339575343,0.08632976148851175,LOW
84.83278724828682,93.80657118738084,65.52657525859186,89.95167665158606,-8.97378393909402,8.97378393909402,0.061980866974107596,LOW
90.58322618031222,92.61982525562244,94.60932178608262,73.72972148169606,-2.036599075310221,2.036599075310221,0.056253178809965304,LOW
38.792155318703394,22.830379060785788,89.13803528847481,81.48871338951741,15.961776257917606,15.961776257917606,0.8,HIGH
33.384731053121115,24.27524976188409,57.589632512416124,47.589014587311276,9.109481291237024,9.109481291237024,0.8,HIGH
92.40870516293813,22.85935476927421,93.24190871507402,78.28845206388058,69.54935039366393,69.54935039366393,0.75,HIGH
35.30686352880935,86.18700221829677,79.89557981245908,64.36533068408038,-50.88013868948742,50.88013868948742,0.38186103397899207,LOW
13.647097299284475,43.30343507489719,69.86508352386063,36.03279476847066,-29.656337775612712,29.656337775612712,0.8094324145280829,HIGH
90.62079301923607,50.0,66.88246354821747,79.22010036291464,40.620793019236075,40.620793019236075,0.1957872176495017,LOW
17.513365752373726,20.77975674822818,46.053406830050825,62.39247837047736,-3.2663909958544544,3.2663909958544544,0.8644827700502338,HIGH
42.559370400156965,28.07895319370324,99.47466885471704,46.97192904165948,14.480417206453726,14.480417206453726,0.75,HIGH
15.278882547602823,86.82111519397453,74.2013768550643,45.12704725006397,-71.54223264637172,71.54223264637172,0.49225265165708876,MEDIUM
88.77174685708796,87.81183920281761,86.92651532648024,74.90106047134367,0.9599076542703529,0.9599076542703529,0.0760732741316113,LOW
27.308350029712773,92.64773220965397,57.92189235740125,43.58274419202821,-65.3393821799412,65.3393821799412,0.4296257993443584,LOW
91.32297516841369,70.0,67.20124891791832,77.5893677753422,21.32297516841369,21.32297516841369,0.12720898730792252,LOW
88.19308891481657,70.0,87.84754593385568,76.68975665791919,18.19308891481657,18.19308891481657,0.13008063913778214,LOW
15.482927036145668,90.51827318508394,69.25340156284577,89.08481057366554,-75.03534614893827,75.03534614893827,0.41153015411999594,LOW
80.89442908389283,70.61428208472714,78.36835409873817,60.0,10.280146999165694,10.280146999165694,0.17772675732173154,LOW
30.338705494352443,27.962404865055795,59.88554318190159,31.479075784455986,2.3763006292966473,2.3763006292966473,0.8168852781423239,HIGH
81.39989713603349,98.37078060349981,90.6477626431415,73.10344495099056,-16.970883467466322,16.970883467466322,0.06764020371699633,LOW
37.03678841051816,81.62418508726154,100.0,61.069940878853835,-44.587396676743374,44.587396676743374,0.38791524597919835,LOW
34.53274042133176,18.511598803841366,69.26889876232124,36.11798704586625,16.021141617490393,16.021141617490393,0.8278116714416976,HIGH
85.6080431312993,82.70564611409385,85.11880434517792,88.9493006156556,2.9023970172054447,2.9023970172054447,0.08546317931323957,LOW
25.84908663274671,36.209333956139915,85.10452493269163,62.79067274427929,-10.360247323393203,10.360247323393203,0.8,HIGH
86.02483531928631,81.8224374708321,74.33967828372319,70.87411801822374,4.202397848454211,4.202397848454211,0.11161421628802058,LOW
47.41383655286705,25.66152476647428,55.372480850199224,22.897042033658227,21.752311786392774,21.752311786392774,0.7662535656675022,HIGH
31.00762822901599,40.68161034875985,69.64079594439298,25.721067284856204,-9.673982119743858,9.673982119743858,0.7596206434444839,HIGH
95.0,20.0,55.45166595266956,62.39872204357422,75.0,75.0,0.75,HIGH
91.19707242743469,96.49068324564783,81.6864770091215,77.48448099815863,-5.293610818213139,5.293610818213139,0.04508392266078313,LOW
34.489427181929976,22.700033284199236,48.226149506160155,25.68430415046057,11.78939389773074,11.78939389773074,0.8390334409402063,HIGH
54.502072423957614,47.45939089620961,60.38488629952634,56.924626592822264,7.042681527748002,7.042681527748002,0.48156660116571126,MEDIUM
76.34761597108483,90.31941729841392,70.93022537896012,91.95177411511416,-13.97180132732909,13.97180132732909,0.09228710396020871,LOW
47.432550535470796,73.0531424889458,86.43157731483724,58.83114422599638,-25.620591953475,25.620591953475,0.39069174435705534,LOW
85.7946584434338,95.23614935808126,60.0,77.9931478162467,-9.44149091464746,9.44149091464746,0.06970630396901455,LOW
27.231884709957654,83.67155105746701,90.3952057952707,74.53014078385317,-56.43966634750936,56.43966634750936,0.4032642448522352,LOW
93.79021481589751,88.59579130265845,97.12129204233486,70.4695953663515,5.194423513239059,5.194423513239059,0.060914954977960296,LOW
35.43339596999048,27.604756830889315,86.3721565635609,40.3103887428139,7.828639139101163,7.828639139101163,0.8,HIGH
33.09810201600669,80.86226601032718,78.46531121679536,83.99025414433001,-47.764163994320484,47.764163994320484,0.38323199908181094,LOW
33.20615193682952,84.44652304213733,74.78592826778352,60.82335609498747,-51.24037110530781,51.24037110530781,0.4046151592219219,LOW
44.60320587968334,51.92331816579298,71.01111503167633,50.12065798338712,-7.320112286109641,7.320112286109641,0.5095161929515905,MEDIUM
23.91760851935461,16.019179600812166,87.41391977809951,20.20407015776494,7.898428918542443,7.898428918542443,0.907414740895609,HIGH
39.57734042569707,70.0,73.919045317881,64.47775499516246,-30.422659574302934,30.422659574302934,0.43181499203275475,LOW
91.71677674193151,36.66586499155859,57.262199666585516,81.98589619484153,55.05091175037292,55.05091175037292,0.7,HIGH
99.09818285805784,44.53750259395139,61.78927453339563,90.0,54.56068026410645,54.56068026410645,0.7,HIGH
30.110825766586093,83.57993179608647,81.29031273404546,90.59320292568552,-53.46910602950038,53.46910602950038,0.3733242437906872,LOW
87.73870267591697,96.296215028346,82.60726852848148,99.52944553999507,-8.557512352429029,8.557512352429029,0.03344617515199849,LOW
32.666891481177814,79.37825090330456,69.14273708525836,81.20320140958538,-46.71135942212675,46.71135942212675,0.3993707951068579,LOW
85.0,45.95936147607574,69.4720233454365,64.92400568185725,39.04063852392426,39.04063852392426,0.3498000361240986,LOW
28.807238307132096,100.0,98.65105159764698,91.58542281589767,-71.1927616928679,71.1927616928679,0.3073045326902655,LOW
78.84021415153086,100.0,85.15027750287096,86.31418606272406,-21.15978584846914,21.15978584846914,0.05847408463151294,LOW
39.51538225530546,66.69778051635836,73.13995981919176,50.55707332055104,-27.182398261052903,27.182398261052903,0.4672318166619722,MEDIUM
19.965345742007095,27.12415852407903,67.7969529875484,30.3985052242464,-7.158812782071934,7.158812782071934,0.8667711621667806,HIGH
40.94798196261071,82.594332977168,90.98021408360286,62.116429728197105,-41.64635101455728,41.64635101455728,0.37184489274794597,LOW
34.99580796054307,98.44069319471572,66.75256384963282,73.01920434651868,-63.44488523417265,63.44488523417265,0.3304479326004661,LOW
22.23137901378608,41.041751565436755,40.6113511342336,58.4277640962237,-18.810372551650676,18.810372551650676,0.7586192670714604,HIGH
27.319674126723893,24.10482867503489,60.99322711416435,64.58945702810914,3.2148454516890013,3.2148454516890013,0.8,HIGH
89.55813824185763,93.93467020423964,100.0,86.50667628792087,-4.376531962382003,4.376531962382003,0.04136276557307151,LOW
