attendance_percentage,avg_marks,assignment_completion,engagement_score,performance_gap,consistency_score,risk_level,risk_score
88.73103176553111,50.630327060762085,60.80023935946207,46.472397193067295,38.10070470476903,38.10070470476903,MEDIUM,0.3463092681966636
79.93126664489526,42.36461622864592,77.532190596976,37.729161929631815,37.56665041624934,37.56665041624934,MEDIUM,0.3678510919944896
67.05359694349441,85.40100217835172,76.62493009288208,59.078274729090396,-18.347405234857305,18.347405234857305,LOW,0.21383486619135425
82.69901149670034,100.0,97.91933438893327,79.61225194601903,-17.300988503299664,17.300988503299664,LOW,0.0678015505343636
76.4561632402206,61.22300019043657,80.98350994961068,77.18526982053099,15.233163049784032,15.233163049784032,LOW,0.25127146465817046
89.52967485799334,47.21876984767298,65.7327890533187,92.64851094602483,42.31090501032036,42.31090501032036,HIGH,0.7
64.46920359183972,20.83661138901963,56.26862988995512,87.74746798052566,43.632592202820085,43.632592202820085,MEDIUM,0.46966502129572596
70.08506780103347,50.384703126749244,95.58141532675413,53.370872271795704,19.70036467428423,19.70036467428423,LOW,0.29879988286614884
69.11837770301764,67.7268631500192,90.79120234095649,65.4195708165817,1.3915145529984443,1.3915145529984443,LOW,0.2284130053469021
53.04727577801822,100.0,99.09007780565274,64.2837659271288,-46.95272422198178,46.95272422198178,LOW,0.15491788901652018
79.44180415596864,83.46267384465938,62.57263848702031,17.676840980118484,-4.020869688690738,4.020869688690738,LOW,0.25818535012194116
78.91582908269834,76.10170809413506,100.0,38.220290187985626,2.8141209885632748,2.8141209885632748,LOW,0.18899913381142663
75.07670184963692,61.99760677397738,48.613498872969735,61.31969310267553,13.079095075659538,13.079095075659538,MEDIUM,0.3308478292810201
71.4811929993728,58.336685654880874,92.77281838522663,61.19627842690222,13.14450734449192,13.14450734449192,LOW,0.2626895526840618
53.769438869243785,98.11295195015927,45.62751019045577,76.27115119251367,-44.343513080915486,44.343513080915486,LOW,0.2537113754029875
68.69032015851961,74.0147708151678,65.77403512942757,75.20011584978866,-5.324450656648182,5.324450656648182,LOW,0.2494817010495538
69.85928225209845,27.947986161579557,100.0,26.044764953805824,41.911296090518896,41.911296090518896,MEDIUM,0.40737436702172825
62.96584096167572,56.52920704205514,94.96455658056782,76.40912815806566,6.436633919620576,6.436633919620576,LOW,0.26309616907006456
72.58071432500986,52.83567936456747,70.16803252123073,68.9289185419828,19.745034960442396,19.745034960442396,MEDIUM,0.3205212274697711
81.06076285221808,59.0747198164507,70.66093322920962,78.71420999618184,21.986043035767374,21.986043035767374,LOW,0.272073900001269
100.0,81.25821320570171,81.81119799503796,88.47104292811497,18.741786794298292,18.741786794298292,LOW,0.12287370825900228
77.61866719247759,67.85110236411501,89.254537833693,61.85657459866462,9.76756482836258,9.76756482836258,LOW,0.22180193948877297
78.86325586084146,68.46269185992676,100.0,92.40294121356175,10.400564000914699,10.400564000914699,LOW,0.165451407555469
73.8833112635075,96.26946322650474,71.7877879170471,45.433190014352974,-22.386151962997246,22.386151962997246,LOW,0.18747456631326986
46.21843177051438,56.07077820426623,50.987868857230374,44.19376135181119,-9.852346433751855,9.852346433751855,MEDIUM,0.42007208689464337
74.60229186826174,100.0,82.82543528687768,74.4329881829819,-25.397708131738256,25.397708131738256,LOW,0.12341041157260836
75.90345314911539,56.57384817257828,71.76624492484889,56.887114003286044,19.329604976537112,19.329604976537112,MEDIUM,0.30942982373302996
100.0,71.78396393225142,56.58859331452795,70.75591642161733,28.216036067748576,28.216036067748576,LOW,0.22893104122032107
72.11458552828316,64.37592809194466,85.3580404756303,100.0,7.7386574363384995,7.7386574363384995,LOW,0.21360832838853605
79.52321013500419,72.46838267001922,76.1639524263298,73.65689161708747,7.054827464984967,7.054827464984967,LOW,0.21485685764766974
74.47932345442135,78.89183990146257,85.5172197164563,69.66772985501063,-4.412516447041227,4.412516447041227,LOW,0.18642400237163567
57.46982943570702,78.67670480177753,63.90000439663075,45.877151669659355,-21.206875366070513,21.206875366070513,LOW,0.296618151542479
92.14234221772531,54.9376533875884,88.76078954585897,27.60044425426438,37.20468883013692,37.20468883013692,LOW,0.2869138497770761
86.27899549030161,47.54170645104858,56.29223245841039,63.40397446398276,38.73728903925303,38.73728903925303,HIGH,0.7
86.8654792056457,100.0,65.1008349854615,88.47114542538031,-13.134520794354302,13.134520794354302,LOW,0.11416348658958242
61.35918817807892,60.32031320798894,75.627543840429,57.89536384466517,1.038874970089978,1.038874970089978,MEDIUM,0.30752951337540274
96.04191466404149,83.98424877343973,100.0,73.83217498251813,12.057665890601754,12.057665890601754,LOW,0.09616795792766072
53.97223405811579,37.847173789536065,94.12685663387289,96.38293999980881,16.125060268579723,16.125060268579723,MEDIUM,0.33301630048712744
83.80285640700406,64.40774560190647,99.38946507682022,95.83335889106792,19.395110805097588,19.395110805097588,LOW,0.17205244393715968
100.0,67.45601232035114,100.0,74.4339495272392,32.543987679648865,32.543987679648865,LOW,0.15574200119135626
60.14195512303968,79.45630139855665,100.0,68.74234253046154,-19.314346275516968,19.314346275516968,LOW,0.19253386546626935
66.50553405595842,15.550917180161221,80.7486032160518,31.590072921932332,50.9546168757972,50.9546168757972,MEDIUM,0.49495075084138157
76.49477047631461,73.32281226156661,100.0,51.13571782810731,3.1719582147480025,3.1719582147480025,LOW,0.19083087741115431
67.44786518825701,47.00517089264214,98.22743457923494,58.82337222360239,20.44269429561487,20.44269429561487,MEDIUM,0.30552927726497364
51.74004853400801,76.48691422389848,97.92858505953546,46.24870454844866,-24.74686568989047,24.74686568989047,LOW,0.24908326132576497
76.0284446220904,49.27341606323674,100.0,70.46597178496081,26.755028558853667,26.755028558853667,LOW,0.2683976970289566
59.06544429410843,52.890346081488374,72.45236544227943,100.0,6.175098212620057,6.175098212620057,MEDIUM,0.304935718348325
82.10388645952773,64.52744779213464,71.02366956914517,98.39075503855557,17.57643866739309,17.57643866739309,LOW,0.2282962849653239
61.20863648649295,48.95341060793609,85.75577924267351,70.36535696028656,12.255225878556857,12.255225878556857,MEDIUM,0.3204964873928826
98.24901607526309,60.4893110652929,76.71140410540603,82.14754958454623,37.75970500997018,37.75970500997018,LOW,0.2250988738305755
63.251200614956446,46.13248462913369,85.73301535396712,48.97070506216538,17.118715985822753,17.118715985822753,MEDIUM,0.350156524790931
70.16907725691486,33.33659096602545,100.0,97.20996571471363,36.83248629088941,36.83248629088941,MEDIUM,0.3141900545358122
87.20275826054504,90.35914104858719,71.39335899128699,30.636734889206032,-3.1563827880421513,3.1563827880421513,LOW,0.18749222833109586
56.53703525349067,44.07902614352143,74.51577867331285,85.08221954389558,12.45800910996924,12.45800910996924,MEDIUM,0.354764565655157
78.41189901906193,66.42638224784032,83.13759806347839,75.90297362439505,11.985516771221612,11.985516771221612,LOW,0.22449845272869395
94.60714131423643,85.0578216298757,75.89026833154695,48.37109349140266,9.549319684360725,9.549319684360725,LOW,0.16770637135464597
50.88775148158159,57.70111794967914,45.54789509575723,60.40669135176537,-6.8133664680975485,6.8133664680975485,MEDIUM,0.3981747859037288
77.76950787798457,53.49668200508924,69.55770243141909,40.04644053056669,24.272825872895325,24.272825872895325,MEDIUM,0.3401971647692614
78.89824191372635,74.52476177334843,92.37271836027509,40.98391894835089,4.3734801403779215,4.3734801403779215,LOW,0.20782423436711572
86.72734307665965,92.35867645454304,100.0,29.996811986273542,-5.631333377883394,5.631333377883394,LOW,0.1261088009584482
56.44573933682877,46.61369469827062,59.216865784320916,81.88530584841565,9.832044638558152,9.832044638558152,MEDIUM,0.3785575747846168
55.193150803735854,66.99704335965122,59.13291681384483,91.51758932738699,-11.803892555915361,11.803892555915361,MEDIUM,0.30124256995663007
82.82912348425347,35.35010810065345,80.54420844891204,17.440226996104627,47.47901538360002,47.47901538360002,MEDIUM,0.40582723847707725
79.45477009849779,62.1359799263562,42.639288832198936,100.0,17.31879017214159,17.31879017214159,LOW,0.2969953474824306
78.75739275518815,70.68409369076151,71.9905363462317,64.73581879398952,8.073299064426635,8.073299064426635,LOW,0.24041064461771874
80.19672314245463,52.90750716489869,48.751242928074916,71.37677050729044,27.28921597755594,27.28921597755594,MEDIUM,0.34919563026328304
64.79962917632264,60.86016332349537,100.0,32.606917617128325,3.9394658528272686,3.9394658528272686,LOW,0.27675298532440623
78.48380545741506,41.835464633851,66.15203922169272,94.05816650362704,36.64834082356406,36.64834082356406,MEDIUM,0.338570188331461
79.39608709948021,71.54157222762987,100.0,69.40550204967035,7.854514871850341,7.854514871850341,LOW,0.17533407839058987
64.28472872960448,91.11388497766299,100.0,90.05417727496858,-26.82915624805851,26.82915624805851,LOW,0.12589234596803123
100.0,48.05712260459073,68.3662886414465,91.85888305425036,51.94287739540927,51.94287739540927,HIGH,0.7
82.10749381367681,57.54656466895234,60.70472653677061,94.36723729986794,24.56092914472447,24.56092914472447,LOW,0.28087581023026625
57.13044754196027,80.05092492908364,76.5161765149834,50.73782293125154,-22.920477387123363,22.920477387123363,LOW,0.2632509303966301
84.84830412950744,94.24181438645472,78.11636076335235,60.4248358263495,-9.39351025694728,9.39351025694728,LOW,0.13849623916381304
60.379774946590175,40.13620375582137,86.23064499114322,51.54255435595068,20.243571190768805,20.243571190768805,MEDIUM,0.37488167821859214
86.80626905613678,66.62430525168101,66.02222078845678,84.69212218030823,20.181963804455776,20.181963804455776,LOW,0.23655681165184902
92.37893368511106,75.6626164463905,93.43510772339965,72.32356304600229,16.716317238720563,16.716317238720563,LOW,0.14958735519396982
62.68976522472434,67.95887218742304,84.7759049899982,88.52118700829124,-5.2691069626987,5.2691069626987,LOW,0.2313259733876324
89.45064193866483,20.46415866245826,73.87288717911444,89.4802536672591,68.98648327620657,68.98648327620657,HIGH,0.7
81.19171390404748,80.02180018617544,67.18326820247559,27.000291199344026,1.169913717872035,1.169913717872035,LOW,0.2467584007949318
87.33090239991735,100.0,76.67207030422365,94.7169428721852,-12.669097600082651,12.669097600082651,LOW,0.08361166051957411
100.0,72.33323502339007,65.29577746710375,85.91894107084578,27.666764976609926,27.666764976609926,LOW,0.19415656390138644
71.31917825995694,49.37787893411473,81.05189650790457,56.87705256991906,21.94129932584221,21.94129932584221,MEDIUM,0.32652887128787744
63.693957534637654,59.73745507271434,81.53789633395837,72.69544086365184,3.9565024619233142,3.9565024619233142,LOW,0.2797380098756176
61.65728355561715,100.0,84.7107311025741,62.27926942518051,-38.34271644438285,38.34271644438285,LOW,0.1641560594806284
62.762845725518424,88.19925081721118,100.0,78.55322492988587,-25.436405091692755,25.436405091692755,LOW,0.14994190830468454
73.84347435878844,82.80053236768659,77.6159950454077,56.82927962449272,-8.957058008898144,8.957058008898144,LOW,0.20492844728466103
80.11727962224965,77.12825167068752,98.08276160824069,75.53639930572037,2.989027951562136,2.989027951562136,LOW,0.1496091513616737
79.15036198995028,56.77725775618055,84.13257314556263,66.48071670250575,22.37310423376973,22.37310423376973,LOW,0.2694195629967214
87.40774873554035,65.98857638688463,75.71160256582783,55.491734123103285,21.41917234865572,21.41917234865572,LOW,0.24801913209439203
75.1950283781686,68.44154528642969,77.85513314087778,69.18299738784529,6.753483091738914,6.753483091738914,LOW,0.2385480126174275
96.80301115735975,80.99148632128887,78.9411246349751,100.0,15.811524836070873,15.811524836070873,LOW,0.1229472887088547
71.03014750143066,100.0,85.0358187391079,49.918194143835,-28.969852498569338,28.969852498569338,LOW,0.15243479962437256
100.0,92.36676273586255,62.73222622605854,59.50124099224548,7.633237264137449,7.633237264137449,LOW,0.14556725561218725
84.3850102164751,41.61231288407919,53.6238730979906,50.301527208073324,42.77269733239591,42.77269733239591,MEDIUM,0.3994239597349161
62.14263665375576,74.47989937802097,91.77735308253696,52.60923951839315,-12.337262724265216,12.337262724265216,LOW,0.23503976454808062
58.93661252908332,84.73526690335794,96.16622898646267,82.94703577447788,-25.79865437427462,25.79865437427462,LOW,0.17317317421981468
82.23708622864778,82.37720660289271,93.42144499045045,80.74941411199349,-0.14012037424492974,0.14012037424492974,LOW,0.129683360526808
71.64805822011223,57.41532473225161,82.7894963340165,64.87100292693118,14.23273348786062,14.23273348786062,LOW,0.282416618145861
85.71000741138138,100.0,93.8100432941592,87.57852487592046,-14.289992588618617,14.289992588618617,LOW,0.06052637000730767
82.09856436860318,44.45830875337762,92.84172246830856,82.45575250087482,37.640255615225556,37.640255615225556,LOW,0.28087972099609276
73.9075663101469,48.336231066679005,94.17732846118918,61.42864790742329,25.5713352434679,25.5713352434679,LOW,0.29601042143826195
62.29809422897392,74.67190162523153,64.52826521584196,31.254975680527465,-12.373807396257604,12.373807396257604,MEDIUM,0.3099275534396593
52.27729162971203,100.0,60.25486765121664,83.25522617487806,-47.72270837028797,47.72270837028797,LOW,0.2155418094484086
68.30227571899468,53.27610298591658,73.00575355845913,68.73262166204344,15.026172733078099,15.026172733078099,MEDIUM,0.31969804569888
87.84598191485209,64.68343268706016,79.6870860282322,65.48891620141302,23.162549227791928,23.162549227791928,LOW,0.23463420812160382
78.21140616195306,91.54587346031386,75.64541971161879,54.74694355978626,-13.334467298360792,13.334467298360792,LOW,0.1737960812311519
56.31391831932018,69.64275690224532,46.21957403591824,81.38227688055895,-13.328838582925144,13.328838582925144,MEDIUM,0.3264655085425682
77.59771388776772,63.30792290939409,100.0,72.66691755342703,14.289790978373638,14.289790978373638,LOW,0.20770481997734502
80.77976069593255,81.3126580377344,75.06717220005676,59.78978305834947,-0.5328973418018421,0.5328973418018421,LOW,0.19418849668850247
61.74213845698301,75.45035980459187,83.10867949838517,38.039999961183945,-13.708221347608863,13.708221347608863,LOW,0.2650362154858126
77.30587658918292,90.60877571273582,100.0,88.49444024136167,-13.302899123552905,13.302899123552905,LOW,0.09641454114747358
75.87313077669,95.82937778130727,37.79049914861831,78.3079149094293,-19.956247004617268,19.956247004617268,LOW,0.21894012650768727
57.85544553254066,76.14006120010724,70.78951030558918,70.6188637988031,-18.284615667566584,18.284615667566584,LOW,0.2647433181583452
80.36681040522424,75.83465450756619,73.03188907556353,6.550972107492051,4.532155897658058,4.532155897658058,LOW,0.2734964161032798
83.41176789552351,74.28221964572268,73.9464191818884,64.16632634344668,9.129548249800834,9.129548249800834,LOW,0.21569430486660054
91.24576864762915,79.78261113298575,76.87724136714886,59.6935185235354,11.463157514643399,11.463157514643399,LOW,0.18055290123878018
90.80703078052355,71.10341275742928,100.0,51.39309492880451,19.703618023094265,19.703618023094265,LOW,0.17798270787069306
54.33495948064363,69.98783035355422,92.12225976309,81.59317612841426,-15.652870872910583,15.652870872910583,LOW,0.23836141458313398
60.93262440127316,93.93254241654485,97.24463483531893,80.7269207516801,-32.99991801527169,32.99991801527169,LOW,0.14065462132486461
82.7255290081299,100.0,80.84816489259663,74.61014377823253,-17.274470991870103,17.274470991870103,LOW,0.10687970391624947
82.70678926368313,39.848941107331584,54.81128516938098,87.83360012489034,42.85784815635155,42.85784815635155,MEDIUM,0.3690878812114967
82.72571529459071,70.20042303481138,42.56545336737187,42.50943269125547,12.525292259779334,12.525292259779334,MEDIUM,0.31746939549286923
100.0,56.226111331095304,52.47066098183064,55.019610751075255,43.773888668904696,43.773888668904696,MEDIUM,0.31513462196088227
83.5633576603975,63.78057067027855,86.47578267498835,66.64542979008773,19.78278699011895,19.78278699011895,LOW,0.22993568568822514
92.03348460270898,78.05032419470643,80.57185482855743,51.315955576985864,13.983160408002547,13.983160408002547,LOW,0.18728881108301004
89.31002645239803,83.38876743084937,76.21705434399186,80.99772287747793,5.921259021548664,5.921259021548664,LOW,0.14904805903254378
84.77086876958697,67.7574711277731,73.36561567867754,53.511581341102705,17.013397641813867,17.013397641813867,LOW,0.2515709996360693
70.27096133039481,31.733193305543942,100.0,93.5641400978286,38.53776802485087,38.53776802485087,MEDIUM,0.3240966446844034
86.38453830739901,50.69908838847641,65.18773536242347,44.51449316149582,35.6854499189226,35.6854499189226,MEDIUM,0.34273687509865314
63.40762178193643,87.92999340400331,96.70075021008905,100.0,-24.522371622066885,24.522371622066885,LOW,0.1342894649129709
71.44772089889986,15.191471559301377,80.03443284837789,100.0,56.25624933959848,56.25624933959848,MEDIUM,0.42199366671768884
67.71954678256344,93.74854303364,78.90308878785206,62.91543078106242,-26.028996251076563,26.028996251076563,LOW,0.17873389558590483
76.22811209079484,80.42459981289083,100.0,90.21574992036646,-4.196487722095995,4.196487722095995,LOW,0.12794017041397393
100.0,96.32352163060044,100.0,56.19058266881065,3.676478369399561,3.676478369399561,LOW,0.0585153308087876
46.99102211112378,66.0286162623808,75.6881097760729,87.29230296108959,-19.03759415125701,19.03759415125701,LOW,0.2957680734218127
85.2939028556177,28.771891519541903,94.38564894635856,61.128476707951044,56.5220113360758,56.5220113360758,HIGH,0.7
50.80926193215522,78.60725283012997,86.55004451870097,36.72032223281335,-27.797990897974742,27.797990897974742,LOW,0.27733467540900675
67.92102201315849,95.49306248076682,80.13386849857847,0.0,-27.572040467608332,27.572040467608332,LOW,0.23345052052764637
91.33425895451049,88.49443611026842,83.67658896782646,59.08830418644657,2.8398228442420645,2.8398228442420645,LOW,0.13257938500506106
75.96420028643195,56.746170330239295,67.61584133279293,71.13937519107644,19.21802995619265,19.21802995619265,MEDIUM,0.3026979603927326
58.83382833106041,71.73522150925294,74.49021092004048,94.26696137279677,-12.901393178192528,12.901393178192528,LOW,0.24446238143171242
